user_id,tracker_id,mobile_app_name,is_app_enabled,show_partial_message,is_default_message_app,created_on,modified_on
145710192,1672682633,com.fitbit.FitbitMobile,false,false,false,2021-01-01T11:11:02.000Z,2021-01-01T11:11:02.000Z
145710192,1672682633,com.apple.reminders,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,com.facebook.Facebook,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,com.google.Gmail,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,com.facebook.Messenger,false,false,false,2020-12-31T12:03:09.000Z,2020-12-31T12:03:09.000Z
145710192,1672682633,com.nextdoor.nextdoor,false,false,false,2021-04-12T09:11:03.000Z,2021-04-12T09:11:03.000Z
145710192,1672682633,net.whatsapp.WhatsApp,false,false,false,2021-01-18T21:38:50.000Z,2021-01-18T21:38:50.000Z
145710192,1672682633,com.burbn.instagram,false,false,false,2020-12-31T12:03:09.000Z,2020-12-31T12:03:09.000Z
145710192,1672682633,com.tinyspeck.chatlyio,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,ph.telegra.Telegraph,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,com.skype.skype,false,false,false,2021-01-05T11:57:43.000Z,2021-01-05T11:57:43.000Z
145710192,1672682633,com.apple.facetime,false,false,false,2021-04-28T05:58:53.000Z,2021-04-28T05:58:53.000Z
145710192,1672682633,com.apple.cmas,false,false,false,2021-06-07T10:11:18.000Z,2021-06-07T10:11:18.000Z
145710192,1672682633,com.cardify.tinder,false,false,false,2021-01-01T20:48:31.000Z,2021-01-01T20:48:31.000Z
145710192,1672682633,com.google.calendar,false,false,false,2021-01-01T20:48:31.000Z,2021-01-01T20:48:31.000Z
145710192,1672682633,com.moxco.bumble,false,false,false,2021-01-02T10:16:12.000Z,2021-01-02T10:16:12.000Z
145710192,1672682633,com.chess.iphone,false,false,false,2021-05-21T08:25:45.000Z,2021-05-21T08:25:45.000Z
145710192,1672682633,co.hinge.mobile.ios,false,false,false,2021-01-01T20:48:31.000Z,2021-01-01T20:48:31.000Z
145710192,1672682633,com.fogcreek.trello,false,false,false,2021-01-01T20:48:31.000Z,2021-01-01T20:48:31.000Z
145710192,1672682633,com.hammerandchisel.discord,false,false,false,2020-12-31T12:03:09.000Z,2020-12-31T12:03:09.000Z
145710192,1672682633,com.storytel.iphone,false,false,false,2021-05-16T21:01:33.000Z,2021-05-16T21:01:33.000Z
145710192,1672682633,org.yoki.ios.Buienalarm,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,com.courtneycircle.Radiant,false,false,false,2021-03-25T16:18:28.000Z,2021-03-25T16:18:28.000Z
145710192,1672682633,com.gunthermarktl.stepapp,false,false,false,2020-12-31T12:03:09.000Z,2020-12-31T12:03:09.000Z
145710192,1672682633,Screen Recording,false,false,false,2021-01-04T11:44:57.000Z,2021-01-04T11:44:57.000Z
145710192,1672682633,at.eversport,false,false,false,2021-01-18T21:38:50.000Z,2021-01-18T21:38:50.000Z
145710192,1672682633,com.apple.followup_com.apple.Preferences,false,false,false,2021-03-27T14:29:23.000Z,2021-03-27T14:29:23.000Z
145710192,1672682633,com.apple.ScreenTimeNotifications,false,false,false,2020-12-31T12:03:09.000Z,2020-12-31T12:03:09.000Z
145710192,1672682633,de.fastic.app,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
145710192,1672682633,com.vitalityactivemobile.nl,false,false,false,2021-01-01T10:54:59.000Z,2021-01-01T10:54:59.000Z
